Episode,Reward,Avg_Reward_Last_1,Avg_Reward_Last_100,Avg_Reward_All,Frames_total,Time_Elapsed,Solved,Distance,Memory_Usage
189,33.63703844722723,33.63703844722723,33.54310632329895,33.56,5670,07:33:31,False,1.2641610821270897,15171276800
190,32.98927029589542,32.98927029589542,33.54061923060959,33.55,5700,07:35:57,False,1.2189831399109847,15217594368
191,33.51221699197883,33.51221699197883,33.53789355059574,33.55,5730,07:38:24,False,1.2547652985356355,15178137600
192,33.44840783912928,33.44840783912928,33.53978480582954,33.55,5760,07:40:52,False,1.214735413819797,15170400256
193,33.361810576433186,33.361810576433186,33.53904260141782,33.55,5790,07:43:17,False,1.2116305591498955,15213772800
194,33.06995465584217,33.06995465584217,33.526385578717324,33.55,5820,07:45:42,False,1.2123145351157365,15133773824
195,33.317717529844394,33.317717529844394,33.52690874016127,33.55,5850,07:48:08,False,1.221875386352187,15098413056
196,33.366016626807,33.366016626807,33.528717651032615,33.55,5880,07:50:33,False,1.23819158279895,15162384384
197,33.76505262181354,33.76505262181354,33.528811234600916,33.55,5910,07:53:02,False,1.2331299875248327,15138447360
198,33.485578254837,33.485578254837,33.53056651742873,33.55,5940,07:55:27,False,1.2121613579664379,15116132352
199,32.88600061686526,32.88600061686526,33.52278184838995,33.55,5970,07:57:51,False,1.1976850589130308,15186485248
200,32.86023429697856,32.86023429697856,33.519773806694005,33.54,6000,08:00:18,False,1.1767469012203389,15273824256
201,33.55105871416191,33.55105871416191,33.51849011689331,33.54,6030,08:02:42,False,1.2445916446859004,15308754944
202,34.87322976860159,34.87322976860159,33.52594609069251,33.55,6060,08:05:06,False,1.2725720668513447,15243005952
203,33.61441785801504,33.61441785801504,33.518467525723665,33.55,6090,08:07:31,False,1.2317035192199708,15288832000
204,33.22616192642531,33.22616192642531,33.510445426754394,33.55,6120,08:09:56,False,1.208652642491903,15263719424
205,33.26046954568596,33.26046954568596,33.50450050361942,33.55,6150,08:12:20,False,1.2159675945151838,15310368768
206,33.189864834336895,33.189864834336895,33.50519171065416,33.54,6180,08:14:45,False,1.232950543391574,15276957696
207,33.49367492388651,33.49367492388651,33.5038801592551,33.54,6210,08:17:10,False,1.2305375885475835,15314243584
208,34.716767729901946,34.716767729901946,33.51996542363601,33.55,6240,08:19:34,False,1.2632659358520129,15251255296
209,33.70699974098999,33.70699974098999,33.51725449952191,33.55,6270,08:22:03,False,1.2465001439737164,15705821184
210,33.06047191574498,33.06047191574498,33.51526417229469,33.55,6300,08:24:41,False,1.2062505940243164,15973089280
211,33.545208674773605,33.545208674773605,33.509573525042306,33.55,6330,08:27:14,False,1.2346391921467983,16022941696
212,33.87466114860744,33.87466114860744,33.5014151988867,33.55,6360,08:29:48,False,1.2332164950147781,15983960064
213,33.730341588020565,33.730341588020565,33.4976811684277,33.55,6390,08:32:22,False,1.2518811276879425,15928086528
214,33.041794579475905,33.041794579475905,33.49251140151078,33.55,6420,08:34:55,False,1.1967869149194612,15920046080
215,33.07347076143889,33.07347076143889,33.48902215730955,33.55,6450,08:37:29,False,1.2099355594529864,15993794560
216,33.39546397567008,33.39546397567008,33.49191346790988,33.54,6480,08:39:58,False,1.2331702376329348,15662891008
217,32.68736853820487,32.68736853820487,33.47786421584502,33.54,6510,08:42:25,False,1.219971398949174,15706853376
218,33.18344335479386,33.18344335479386,33.47722994477805,33.54,6540,08:44:51,False,1.180423858764964,15683522560
219,32.76601991708838,32.76601991708838,33.47005376880944,33.54,6570,08:47:16,False,1.2025028089751308,15731765248
220,32.750395196262346,32.750395196262346,33.46399373552044,33.53,6600,08:49:42,False,1.197879494691005,15702028288
221,32.26043254144752,32.26043254144752,33.45124649714849,33.53,6630,08:52:07,False,1.1729030172744206,15723552768
222,33.61828891911134,33.61828891911134,33.456480335636364,33.53,6660,08:54:34,False,1.2071911123437278,15692648448
223,32.55026947795472,32.55026947795472,33.450682775117464,33.52,6690,08:57:01,False,1.1818299568337167,15764680704
224,34.431911692334616,34.431911692334616,33.46034357661477,33.53,6720,08:59:30,False,1.2798864822269027,15680012288
225,34.18050742943283,34.18050742943283,33.46220067532105,33.53,6750,09:01:57,False,1.2320524938934923,15702704128
226,33.37506885314483,33.37506885314483,33.45009168735297,33.53,6780,09:04:22,False,1.2078211663764733,15640850432
227,33.42568407985836,33.42568407985836,33.44696806052216,33.53,6810,09:06:47,False,1.2145705046109507,15688314880
228,33.690426058408946,33.690426058408946,33.448945647006255,33.53,6840,09:09:12,False,1.2252194242764278,15650263040
229,33.61759705521816,33.61759705521816,33.45089302274886,33.53,6870,09:11:38,False,1.2547079160753587,15715352576
230,33.36198562141309,33.36198562141309,33.44163251076427,33.53,6900,09:14:05,False,1.1990094101009818,15672348672
231,32.7584700135404,32.7584700135404,33.43939126247064,33.53,6930,09:16:30,False,1.179098678593912,15640551424
232,32.960592100135194,32.960592100135194,33.43206292519293,33.52,6960,09:18:55,False,1.2066909316355654,15637716992
233,33.2377277534396,33.2377277534396,33.421909556559896,33.52,6990,09:21:20,False,1.2454931047180486,15680843776
234,33.397337361630605,33.397337361630605,33.418491911505114,33.52,7020,09:23:46,False,1.2185017870998822,15655993344
235,33.09497571608714,33.09497571608714,33.41777738362786,33.52,7050,09:26:10,False,1.2250461083643063,15662931968
236,34.119878838560936,34.119878838560936,33.424183942808185,33.52,7080,09:28:36,False,1.2395054512541188,15716749312
237,33.5700751946749,33.5700751946749,33.42687705292034,33.52,7110,09:31:03,False,1.245782301666944,15765958656
238,33.07858588232262,33.07858588232262,33.42341197811909,33.52,7140,09:33:28,False,1.2199951685887234,15734898688
239,33.28460586431287,33.28460586431287,33.42040785257641,33.52,7170,09:35:54,False,1.2095405360921945,15852773376
240,33.76750401588812,33.76750401588812,33.41497967931151,33.52,7200,09:38:20,False,1.229610134426314,15766794240
241,33.17296505652948,33.17296505652948,33.40768735083353,33.52,7230,09:40:45,False,1.1917646333563998,15764066304
242,33.02972802438476,33.02972802438476,33.40947097683204,33.52,7260,09:43:11,False,1.2064449775553254,15765426176
243,33.301155959833075,33.301155959833075,33.411238483877966,33.52,7290,09:45:36,False,1.2265227074648086,15787851776
244,33.74911253486039,33.74911253486039,33.41117531318661,33.52,7320,09:48:01,False,1.2372821576877584,15784140800
245,32.970776193023696,32.970776193023696,33.403933610647194,33.51,7350,09:50:27,False,1.228612803826548,15852376064
246,32.07617734356706,32.07617734356706,33.38287038342812,33.51,7380,09:52:52,False,1.1956820921553686,15784980480
247,33.205840768066125,33.205840768066125,33.37907391982504,33.51,7410,09:55:17,False,1.2107874250382409,15804088320
248,33.80902730088505,33.80902730088505,33.38562901790981,33.51,7440,09:57:42,False,1.2455359581519612,15755362304
249,33.413939429896864,33.413939429896864,33.39444854431143,33.51,7470,10:00:08,False,1.2336814665837095,15795896320
250,33.447899858467004,33.447899858467004,33.398151747255085,33.51,7500,10:02:35,False,1.2426493837467723,15794810880
251,32.94706422363301,32.94706422363301,33.3860319195312,33.51,7530,10:05:00,False,1.2259004011929513,15846313984
252,33.02976791302909,33.02976791302909,33.37282256881823,33.5,7560,10:07:26,False,1.2263444694870675,15731892224
253,33.65153338323994,33.65153338323994,33.373485591075315,33.5,7590,10:09:52,False,1.2391710781754444,15779934208
254,33.85532471823798,33.85532471823798,33.38330485461497,33.51,7620,10:12:17,False,1.2404756233118095,15759396864
255,34.26022634511722,34.26022634511722,33.38843912898848,33.51,7650,10:14:43,False,1.262128262326656,15811461120
256,34.03098152330415,34.03098152330415,33.399240504959806,33.51,7680,10:17:08,False,1.2548112490829078,15759777792
257,33.60897904608387,33.60897904608387,33.39941553655572,33.51,7710,10:19:35,False,1.2416900946746758,15782600704
258,33.817451422779385,33.817451422779385,33.402476126866134,33.51,7740,10:22:00,False,1.2703489923719467,15750172672
259,33.206437850543146,33.206437850543146,33.399242983204,33.51,7770,10:24:29,False,1.250160746664145,15893524480
260,32.16743064061019,32.16743064061019,33.3889096050452,33.51,7800,10:27:00,False,1.18691966106999,15829282816
261,33.46073889213791,33.46073889213791,33.38854594703835,33.51,7830,10:29:26,False,1.229954987323088,15799255040
262,33.543255808047554,33.543255808047554,33.37541339216114,33.51,7860,10:31:51,False,1.2134574245571368,15776043008
263,34.715678464849695,34.715678464849695,33.38763498159271,33.51,7890,10:34:17,False,1.3001333591768673,15797719040
264,32.8415264175048,32.8415264175048,33.38598090134104,33.51,7920,10:36:42,False,1.2102065791125678,15779229696
265,32.57220303850269,32.57220303850269,33.37840409220162,33.5,7950,10:39:08,False,1.1800680153504726,15811145728
266,33.62768922344733,33.62768922344733,33.38377657873646,33.51,7980,10:41:35,False,1.2392329002047762,15807959040
267,33.98257225330238,33.98257225330238,33.38901352165909,33.51,8010,10:44:00,False,1.2680432209523014,15811465216
268,33.2774419919575,33.2774419919575,33.385417839846106,33.51,8040,10:46:25,False,1.234791660162786,15766945792
269,34.46271987863459,34.46271987863459,33.399367798929156,33.51,8070,10:48:51,False,1.2814094672311813,15874510848
270,33.4365920238614,33.4365920238614,33.39819776495481,33.51,8100,10:51:17,False,1.2083223153193694,15833960448
271,34.04107193072447,34.04107193072447,33.402225647725,33.51,8130,10:53:42,False,1.2668461518315663,15868428288
272,32.64889941894822,32.64889941894822,33.39904521647051,33.51,8160,10:56:07,False,1.2104218066338086,15815077888
273,33.0487819792024,33.0487819792024,33.39398791074746,33.51,8190,10:58:33,False,1.2091286112156725,15907983360
274,33.98414044860661,33.98414044860661,33.41140714619385,33.51,8220,11:00:58,False,1.263617046152551,15812857856
275,32.68708324933411,32.68708324933411,33.403512344322095,33.51,8250,11:03:24,False,1.1696741942182367,15881318400
276,33.24036337723204,33.24036337723204,33.40028981623111,33.5,8280,11:05:50,False,1.2352298374244675,15807184896
277,33.758262640672,33.758262640672,33.40396345220265,33.51,8310,11:08:16,False,1.2078795809694174,15982563328
278,33.816500767782586,33.816500767782586,33.400628501683336,33.51,8340,11:10:42,False,1.24138655699151,15845785600
279,33.67273988537931,33.67273988537931,33.40911227684573,33.51,8370,11:13:08,False,1.2574343323140353,15872348160
280,33.24436664573321,33.24436664573321,33.41004529135214,33.51,8400,11:15:35,False,1.230994499967799,15890591744
281,34.336434680365606,34.336434680365606,33.42423985068953,33.51,8430,11:18:01,False,1.2819447307846192,15905644544
282,33.27043978906885,33.27043978906885,33.418749735027866,33.51,8460,11:20:27,False,1.193382451054973,15867392000
283,33.962156087640814,33.962156087640814,33.43301236630001,33.51,8490,11:22:53,False,1.2576398532644744,15962021888
284,33.06694397597001,33.06694397597001,33.425851721887334,33.51,8520,11:25:19,False,1.2251624140891144,15858155520
285,32.785814829871256,32.785814829871256,33.42919144114495,33.51,8550,11:27:49,False,1.2160869834639612,15948369920
286,33.50006399850732,33.50006399850732,33.423414723067076,33.51,8580,11:30:16,False,1.2367062068745733,15939936256
287,32.697972146363455,32.697972146363455,33.40992924456887,33.5,8610,11:32:45,False,1.1950943398135359,15981363200
288,33.15265010574035,33.15265010574035,33.398094314001334,33.5,8640,11:35:12,False,1.2478902861442807,16010125312
289,34.0303114800347,34.0303114800347,33.402027044329415,33.5,8670,11:37:38,False,1.232317521410891,15975960576
290,32.91392150657879,32.91392150657879,33.40127355643625,33.5,8700,11:40:02,False,1.2421441560513278,15911329792
291,33.332246235217156,33.332246235217156,33.39947384886864,33.5,8730,11:42:27,False,1.2429122713928251,15990087680
292,33.34702743612707,33.34702743612707,33.398460044838615,33.5,8760,11:44:54,False,1.2402224496031597,15920173056
293,32.81001471359829,32.81001471359829,33.39294208621027,33.5,8790,11:47:19,False,1.2189375671289628,15980179456
294,33.88572093526672,33.88572093526672,33.40109974900451,33.5,8820,11:49:46,False,1.229612797746345,16029655040
295,33.726967145361144,33.726967145361144,33.405192245159675,33.5,8850,11:52:11,False,1.253715285635129,16023207936
296,33.34046461476624,33.34046461476624,33.40493672503928,33.5,8880,11:54:37,False,1.2042460916459803,15940485120
297,33.499983620305336,33.499983620305336,33.4022860350242,33.5,8910,11:57:03,False,1.24528299011771,16007208960
298,33.491862867210585,33.491862867210585,33.40234888114794,33.5,8940,11:59:30,False,1.2185953055689565,15928471552
299,33.16658167134858,33.16658167134858,33.40515469169276,33.5,8970,12:01:57,False,1.2059103717242987,15977279488
300,33.6429373555586,33.6429373555586,33.412981722278566,33.5,9000,12:04:24,False,1.232630834796836,15995236352
301,33.211833676148885,33.211833676148885,33.409589471898435,33.5,9030,12:06:50,False,1.2385492404646519,16020459520
302,33.05323121521081,33.05323121521081,33.391389486364524,33.5,9060,12:09:17,False,1.196936659711439,15950524416
303,33.976310111825846,33.976310111825846,33.39500840890263,33.5,9090,12:11:45,False,1.2716739562714283,15974129664
304,33.68017429234283,33.68017429234283,33.39954853256181,33.5,9120,12:14:11,False,1.2439393657831344,15980871680
305,33.67144202142791,33.67144202142791,33.40365825731922,33.5,9150,12:16:37,False,1.2396314314698265,16042971136
306,33.60506767238364,33.60506767238364,33.407810285699696,33.5,9180,12:19:04,False,1.2425771800526233,16073924608
307,33.786802556555855,33.786802556555855,33.41074156202638,33.5,9210,12:21:28,False,1.2462583411270969,16011694080
308,33.83830175779153,33.83830175779153,33.40195690230528,33.5,9240,12:23:53,False,1.2732536226963609,16017166336
309,33.83058249619123,33.83058249619123,33.40319272985728,33.5,9270,12:26:18,False,1.2333655456155455,16049008640
310,33.03386978968736,33.03386978968736,33.40292670859671,33.5,9300,12:28:44,False,1.2050267608760319,15990284288
311,33.91258658133218,33.91258658133218,33.406600487662296,33.5,9330,12:31:09,False,1.2561221539236784,15966560256
312,33.34748234967141,33.34748234967141,33.40132869967294,33.5,9360,12:33:36,False,1.215069419567284,15960260608
313,33.72982690213774,33.72982690213774,33.40132355281411,33.5,9390,12:36:01,False,1.2305113714214397,16007499776
314,33.10477259357276,33.10477259357276,33.401953332955074,33.5,9420,12:38:26,False,1.2021764458875344,15958429696
315,33.46543764884785,33.46543764884785,33.40587300182917,33.5,9450,12:40:50,False,1.2242085255403587,16011431936
316,34.042657732666505,34.042657732666505,33.412344939399134,33.5,9480,12:43:16,False,1.2520009348084276,15992688640
317,33.16045077385643,33.16045077385643,33.41707576175566,33.5,9510,12:45:41,False,1.2082453762332444,16009474048
318,33.182233502523985,33.182233502523985,33.41706366323296,33.5,9540,12:48:07,False,1.1910844891750123,15961210880
319,33.228186837182044,33.228186837182044,33.421685332433896,33.5,9570,12:50:34,False,1.2368577297478969,16045363200
320,33.178687546387806,33.178687546387806,33.425968255935146,33.5,9600,12:53:01,False,1.1910620303964332,16080932864
321,32.34182496609265,32.34182496609265,33.426782180181604,33.5,9630,12:55:28,False,1.1792345468183243,16094806016
322,33.417421031672525,33.417421031672525,33.424773501307214,33.5,9660,12:57:56,False,1.237976755823385,16164020224
323,33.16769073810939,33.16769073810939,33.43094771390875,33.49,9690,13:00:24,False,1.2143488337316228,16026042368
324,33.14068807086114,33.14068807086114,33.41803547769401,33.49,9720,13:02:49,False,1.196383599615333,16021004288
325,33.03588868655134,33.03588868655134,33.4065892902652,33.49,9750,13:05:14,False,1.2182946500964842,16084897792
326,33.898645563728,33.898645563728,33.41182505737104,33.49,9780,13:07:42,False,1.2587109655123785,16053133312
327,33.412190650828144,33.412190650828144,33.41169012308073,33.49,9810,13:10:07,False,1.1967916443098567,16054611968
328,32.92739296072498,32.92739296072498,33.40405979210389,33.49,9840,13:12:34,False,1.209264717042359,16067010560
329,33.62798177875551,33.62798177875551,33.40416363933927,33.49,9870,13:14:59,False,1.1976386547429163,16100945920
330,33.54508997697275,33.54508997697275,33.40599468289486,33.49,9900,13:17:24,False,1.234211433662168,16026759168
331,33.71776382855026,33.71776382855026,33.415587621044956,33.49,9930,13:19:50,False,1.2440837067245734,16064851968
332,32.44384142426164,32.44384142426164,33.410420114286225,33.49,9960,13:22:15,False,1.2077195997477934,16069959680
333,32.294872822691666,32.294872822691666,33.400991564978746,33.49,9990,13:24:43,False,1.2218805516593043,16269164544
334,32.541222838350464,32.541222838350464,33.39243041974594,33.48,10020,13:27:09,False,1.177775763541815,16131305472
335,33.87436000730564,33.87436000730564,33.40022426265813,33.48,10050,13:29:34,False,1.2564530930982967,16169951232
336,33.61192429926152,33.61192429926152,33.39514471726513,33.48,10080,13:32:01,False,1.234247419525175,16114958336
337,33.58733235405114,33.58733235405114,33.3953172888589,33.48,10110,13:34:25,False,1.222691736311896,16177741824
338,33.140968865909784,33.140968865909784,33.395941118694765,33.48,10140,13:36:51,False,1.234019399505911,16116166656
339,33.26721179798292,33.26721179798292,33.39576717803148,33.48,10170,13:39:16,False,1.203330010455053,16147005440
340,34.05457838431689,34.05457838431689,33.39863792171576,33.48,10200,13:41:41,False,1.262860547743084,16111116288
341,33.935753439737034,33.935753439737034,33.40626580554784,33.49,10230,13:44:06,False,1.2656009054973336,16079110144
342,33.38750220477563,33.38750220477563,33.40984354735174,33.49,10260,13:46:30,False,1.2067509724967798,16098652160
343,33.91571285598654,33.91571285598654,33.41598911631327,33.49,10290,13:48:55,False,1.227205561193587,16107962368
344,33.78416347005603,33.78416347005603,33.41633962566523,33.49,10320,13:51:21,False,1.240768126219519,16120483840
345,34.094903386126624,34.094903386126624,33.427580897596265,33.49,10350,13:53:46,False,1.270373319434846,16171483136
346,33.18824153968694,33.18824153968694,33.43870153955746,33.49,10380,13:56:13,False,1.2354670635330025,16143007744
347,32.965878010985456,32.965878010985456,33.436301911986654,33.49,10410,13:58:43,False,1.201187712603835,16220020736
348,33.5800617080238,33.5800617080238,33.43401225605803,33.49,10440,14:01:10,False,1.2381815974843613,16160567296
349,32.89773325989328,32.89773325989328,33.428850194358006,33.49,10470,14:03:36,False,1.2374562617935425,16172097536
350,33.83962664064095,33.83962664064095,33.43276746217974,33.49,10500,14:06:01,False,1.241727326668696,16124170240
351,32.98872443636256,32.98872443636256,33.433184064307035,33.49,10530,14:08:29,False,1.194631552100357,16183672832
352,32.975352462659785,32.975352462659785,33.43263990980335,33.48,10560,14:10:55,False,1.2001905159897093,16174514176
353,33.14763737331197,33.14763737331197,33.42760094970407,33.48,10590,14:13:22,False,1.2003184050434204,16227143680
354,33.40233181871355,33.40233181871355,33.42307102070883,33.48,10620,14:15:48,False,1.2541412196591342,16156995584
355,32.73557046535694,32.73557046535694,33.407824461911225,33.48,10650,14:18:14,False,1.1990775611160145,16234704896
356,33.279700141699514,33.279700141699514,33.40031164809517,33.48,10680,14:20:39,False,1.238867732075821,16173666304
357,33.54264164964233,33.54264164964233,33.39964827413077,33.48,10710,14:23:05,False,1.2395198820751778,16212918272
358,32.745346086780984,32.745346086780984,33.38892722077078,33.48,10740,14:25:30,False,1.218577795885001,16154652672
359,34.04491727541362,34.04491727541362,33.39731201501948,33.48,10770,14:27:56,False,1.241286463928469,16209248256
360,33.14763178043737,33.14763178043737,33.40711402641775,33.48,10800,14:30:22,False,1.2339075644274993,16200761344
361,32.79557802161018,32.79557802161018,33.40046241771249,33.48,10830,14:32:47,False,1.2065546072546611,16242733056
362,33.76085687856691,33.76085687856691,33.402638428417674,33.48,10860,14:35:14,False,1.2424145946140162,16087486464
363,32.44742674287819,32.44742674287819,33.37995591119796,33.47,10890,14:37:38,False,1.1773225806739758,16199524352
364,33.71332171731205,33.71332171731205,33.38867386419602,33.48,10920,14:40:05,False,1.2640554774670858,16182452224
365,33.419710749735835,33.419710749735835,33.39714894130836,33.48,10950,14:42:30,False,1.22693793973134,16235479040
366,33.00013166528611,33.00013166528611,33.39087336572674,33.47,10980,14:44:58,False,1.1948540934900094,16302837760